t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,t50,t51,t52,t53,t54,t55,t56,t57,t58,t59,t60,t61,t62,t63,t64,t65,t66,t67,t68,t69,t70,t71,t72,t73,t74,t75,t76,t77,t78,t79,t80,t81,t82,t83,t84,t85,t86,t87,t88,t89,t90,t91,t92,t93,t94,t95,t96,t97,t98,t99,t100,t101,t102,t103,t104,t105,t106,t107,t108,t109,t110,t111,t112,t113,t114,t115,t116,t117,t118,t119,t120,ISIN, Nom
26.723809524,29.911428571,32.964782609,30.841666667,32.401818182,33.1025,30.2885,28.724347826,30.085238095,29.169545455,31.202272727,36.264736842,37.605,35.39,33.248636364,33.237368421,35.688636364,35.086,35.258181818,33.859130435,27.882,29.678695652,30.571363636,28.634444444,27.999545455,28.5545,29.611,30.725238095,30.151363636,24.7545,19.540434783,15.974545455,18.922857143,17.373913043,19.125238095,21.922,20.178636364,18.5465,16.778571429,18.709,21.035238095,22.127619048,22.705652174,22.573333333,25.526818182,26.550434783,29.2355,32.291428571,31.783333333,31.236,32.190869565,31.055,29.026666667,29.091363636,29.572272727,28.431818182,27.240454545,27.437619048,27.097727273,26.616086957,29.026666667,31.787,31.738571429,30.414285714,30.206363636,30.345,30.637142857,29.888695652,31.768636364,33.047619048,31.412727273,33.826666667,33.666363636,33.1415,37.428695652,40.324444444,37.235454545,35.089545455,33.502857143,34.073043478,34.635714286,35.908181818,34.823636364,34.009473684,34.673636364,35.074,34.160454545,36.212631579,37.035454545,35.617142857,34.145909091,32.192608696,33.9195,34.716521739,31.784545455,28.35,27.78,25.706666667,27.348947368,27.217727273,24.432380952,23.55952381,22.581304348,22.45,22.900909091,19.126956522,18.5565,18.55952381,17.47047619,15.427,12.780636364,13.4171,14.5288,15.098136364,14.022173913,15.123809524,16.873636364,19.831904762,18.668571429,17.494090909,FR0000061202,IntlTrig
20.84,30.60952381,40.307391304,33.04,29.584545455,29.73,29.661,35.279565217,34.884285714,28.905,28.218636364,28.053684211,25.698181818,25.087,22.572727273,19.747894737,22.631363636,19.4995,16.463636364,17.819565217,14.1725,14.867826087,15.672727273,15.692222222,16.617727273,16.4075,17.4205,19.635238095,19.5,17.8995,16.10173913,14.782272727,13.587142857,13.648695652,14.674285714,14.0895,12.290909091,10.472,10.472857143,11.4355,12.752380952,13.886666667,14.456521739,15.742857143,16.268181818,17.29,18.691,18.656190476,17.901428571,19.008,19.454782609,20.811,21.202380952,22.255909091,21.714090909,20.429545455,20.038181818,18.507619048,19.022272727,18.934347826,20.279047619,20.7565,20.501904762,20.477619048,19.853181818,20.912272727,21.820952381,22.787826087,23.953636364,25.230952381,25.264545455,26.584761905,28.444545455,29.2045,29.593913043,29.492777778,27.369090909,26.465,26.593333333,27.557391304,29.424285714,29.576363636,28.526818182,27.637894737,27.066818182,26.5305,25.241363636,27.782631579,29.132727273,28.3,27.530909091,25.316086957,26.18,25.759130435,23.414545455,21.316842105,19.357272727,18.26,19.100526316,20.594090909,23.558571429,22.782857143,21.453043478,22.733333333,22.388181818,18.105217391,18.939,19.040952381,17.103809524,17.14325,16.788863636,17.3615,17.63825,18.057727273,18.014347826,19.676428571,21.1475,20.79,21.459285714,20.69,FR0000124232,IRDndp
21.19,48.171428571,101.43043478,66.672222222,54.317727273,48.531428571,29.592,22.125652174,35.94047619,24.315454545,18.939090909,12.763684211,9.5972727273,9.925,7.0536363636,5.1610526316,6.2018181818,4.8535,4.005,3.6839130435,2.4975,2.4434782609,2.8745454545,4.8194444444,5.4518181818,4.2425,5.3815,4.59,3.6881818182,2.5375,2.3873913043,1.8254545455,1.4861904762,1.2926086957,1.7033333333,2.0495,1.7177272727,1.6185,1.2614285714,1.3421052632,1.6571428571,1.8404761905,1.7504347826,1.7295238095,2.1831818182,2.457826087,2.7465,2.3,2.2604761905,2.5825,2.4665217391,2.2285,1.9595238095,1.9331818182,1.8327272727,1.3759090909,1.4140909091,1.7261904762,1.845,1.8639130435,2.2,4.0595,3.9166666667,3.690952381,3.5131818182,3.5004545455,3.4233333333,3.8930434783,4.4145454545,5.7423809524,7.3454545455,6.8642857143,7.7036363636,7.724,8.3804347826,8.0127777778,6.9609090909,5.3527272727,5.5342857143,6.7691304348,6.2257142857,6.3531818182,6.2272727273,6.0373684211,6.6154545455,6.2775,5.7627272727,5.64,5.7136363636,5.4023809524,5.1381818182,4.7369565217,4.885,4.5452173913,4.2240909091,3.7352631579,3.1495454545,3.3857142857,3.3347368421,3.415,3.8538095238,4.3515,3.8636363636,4.449047619,4.0733333333,2.9204347826,2.6045,2.4176190476,2.5604761905,2.5235,2.0613636364,2.638,3.317,3.2181818182,3.0873913043,3.1566666667,3.1736363636,3.070952381,2.7714285714,2.3554545455,FR0004026151,Itesoft
6.86,6.8252380952,6.9726086957,7.2883333333,7.4436363636,9.0633333333,8.9685,9.0373913043,11.31952381,9.8305,11.001818182,10.508421053,10.477272727,11.1315,11.652272727,12.918421053,14.165,13.703,13.083181818,12.862608696,11.623,12.065652174,12.004545455,11.119444444,10.609545455,10.981,11.54,10.940952381,10.277272727,9.664,9.642173913,9.0786363636,8.8085714286,7.112173913,5.7252380952,6.335,6.3477272727,6.6315,6.8555555556,6.9735,8.2873684211,8.007,7.6895652174,7.4819047619,7.33,7.1965217391,7.0347368421,7.0505555556,8.2180952381,9.928,13.443043478,14.937,13.925714286,15.925454545,18.981818182,18.312272727,18.956818182,23.103333333,24.913636364,30.41826087,40.481904762,41.2325,42.301904762,39.551428571,36.833181818,41.711363636,45.186190476,43.881304348,46.415909091,49.879047619,48.456363636,48.836666667,49.917272727,47.973,53.525652174,59.133333333,61.793181818,59.856818182,56.04047619,54.413043478,60.397619048,64.311363636,66.990909091,70.815789474,74.997727273,78.6455,97.982272727,116.42789474,124.08545455,122.7652381,111.84363636,96.612173913,78.8235,81.01,89.054545455,72.775263158,61.189545455,55.631904762,60.722105263,58.084545455,62.675714286,58.767619048,44.937391304,41.861904762,37.293636364,25.292173913,23.414,26.135238095,32.853,32.741,28.511904762,25.8785,27.9175,35.133181818,33.722173913,36.906666667,41.937272727,50.281428571,49.854285714,43.529090909,FR0000077919,Decaux
32.362857143,31.396666667,30.892173913,30.606111111,30.301818182,30.906666667,32.963,33.796521739,34.447619048,33.993636364,33.093181818,33.181578947,33.815909091,34.508,34.411363636,33.909473684,34.504090909,34.938,34.456363636,34.639565217,33.012,33.089130435,35.140909091,35.725555556,36.530909091,38.146,38.5975,40.012380952,41.685909091,42.2375,41.16173913,40.379545455,39.907619048,37.324782609,39.829047619,43.145,42.459545455,40.113,39.98,40.5675,42.309047619,42.897619048,43.672173913,44.427619048,45.854090909,47.052173913,47.365,47.704285714,49.147619048,50.812,56.297826087,54.2375,53.785714286,55.659090909,55.552272727,56.95,60.427272727,58.60952381,61.820454545,64.823913043,64.478571429,71.165,68.326190476,71.361904762,74.259090909,78.702272727,79.8,79.913043478,80.786363636,80.323809524,78.275,77.423809524,80.102272727,89.605,99.886956522,99.655555556,90.777272727,85.915909091,94.945238095,105.00869565,109.98095238,117.85,121.32727273,131.22105263,137.36363636,152.5045,142.27909091,145.08105263,141.93,132.6447619,120.07954545,111.24043478,38.9295,39.319565217,34.176818182,35.135263158,32.693636364,37.354761905,37.674210526,38.656363636,39.417142857,35.363809524,29.35173913,27.198571429,28.320909091,21.469565217,16.7965,16.798095238,18.218571429,17.224,13.098181818,16.4735,18.27575,18.253409091,18.789782609,23.469047619,26.455454545,28.901590909,28.467380952,27.875909091,FR0010386334,Korian
105.04571429,84.42047619,83.32173913,90.466666667,90.972727273,81.978571429,85.9275,86.632608696,83.385714286,78.270454545,85.036363636,88.913157895,96.993181818,104.1175,103.42727273,103.46842105,108.62272727,103.335,102.54090909,101.48478261,90.25,94.95,98.727272727,103.27777778,101.53409091,101.9,102.3025,104.01904762,108.65909091,103.075,94.943478261,89.565909091,88.657142857,75.57826087,79.421428571,73.9125,67.393181818,54.3475,51.868571429,56.4625,58.611904762,55.033333333,56.97826087,61.102380952,60.85,58.989130435,64.0175,68.20952381,68.692857143,67.0075,66.97173913,69.26,68.904761905,70.904545455,71.345454545,69.159090909,71.859090909,72.161904762,71.547727273,70.739130435,75.966666667,79.5575,76.697619048,73.369047619,72.290909091,74.593181818,76.869047619,76.993478261,73.815909091,70.311904762,69.756818182,74.552380952,78.040909091,88.885,89.504347826,95.297222222,96.609090909,91.440909091,93.728571429,98.047826087,101.34047619,104.59545455,108.60909091,111.55789474,114.49090909,117.406,114.11590909,117.87105263,126.97090909,129.98809524,130.95863636,115.74956522,110.001,114.32478261,107.53681818,118.05473684,113.50318182,111.7,109.52631579,113.53045455,117.81,107.88619048,87.841304348,82.218095238,81.080454545,57.595217391,44.511,43.784285714,42.723809524,37.734,33.544318182,36.89,46.096,48.418636364,46.493478261,54.042857143,60.294545455,61.661818182,57.08047619,56.663636364,FR0010701375,Lafarge
42.646190476,36.485714286,37.511363636,38.405882353,38.679545455,40.829047619,41.642631579,43.086521739,43.474285714,42.258636364,42.737142857,45.622631579,46.105909091,47.2795,42.861363636,42.451111111,45.195,47.5725,48.115454545,48.846086957,44.458,43.670434783,41.761363636,42.245,44.010909091,43.231,43.3945,43.729047619,46.654545455,48.4375,45.67173913,45.746363636,45.349047619,45.45173913,45.169047619,46.9405,46.95,45.056,45.99,46.2255,48.134761905,53.661904762,55.463043478,56.745238095,58.231818182,59.193478261,57.4325,63.233333333,62.10952381,64.9375,63.476086957,62.4125,60.388095238,61.143181818,60.895454545,60.106818182,57.770454545,53.821428571,54.197727273,55.534782609,60.104761905,67.275,67.538095238,68.95,70.128571429,68.011363636,69.55,67.695652174,67.495454545,68.547619048,67.159090909,66.802380952,71.711363636,73.4875,73.615217391,75.555555556,71.847727273,64.904545455,65.054761905,65.232608696,64.119047619,58.968181818,54.381818182,58.510526316,60.311363636,58.577,55.630909091,55.382631579,57.73,62.709047619,60.175,54.046521739,53.1355,52.163043478,52.026363636,46.686842105,41.502727273,34.176666667,35.983684211,35.513181818,35.458095238,34.512631579,28.61826087,25.742,23.190952381,18.661363636,16.707894737,12.256666667,9.6685,9.1175,7.5840909091,7.9235,8.3725,8.8172727273,8.2352173913,9.7323809524,11.143636364,12.508095238,11.753333333,11.016818182,MC0000120790,Lagardere
69.545238095,93.402380952,95.115217391,74.366666667,73.247727273,80.60952381,76.3125,72.432608696,76.385714286,63.777272727,64.688636364,62.697368421,65.820454545,63.64,59.936363636,60.271052632,64.625,58.97,56.438636364,56.484782609,40.023,37.307391304,44.820454545,46.66,45.694545455,44.633,51.386,52.385714286,48.957272727,45.2565,41.738695652,39.972272727,37.772857143,40.005652174,44.051428571,40.8045,38.000454545,35.34,33.320952381,33.006,34.14952381,36.005714286,38.735217391,39.898095238,42.041363636,41.065652174,44.0255,46.134285714,47.501428571,47.9185,46.464347826,49.5695,49.626190476,50.568181818,49.961818182,48.544090909,50.841818182,50.644761905,52.881818182,53.334782609,55.426190476,58.6025,58.252380952,58.402380952,57.059090909,59.425,59.102380952,59.22173913,58.052272727,58.245238095,57.859090909,63.319047619,65.177272727,66.6975,64.863043478,66.005555556,63.113636364,57.888636364,55.261904762,55.634782609,56.121428571,55.790909091,56.218181818,58.015789474,61.020454545,59.9945,57.379090909,58.121578947,59.615909091,62.748571429,62.235454545,58.035217391,59.097,58.533913043,54.900909091,53.724736842,49.245454545,50.311904762,48.545263158,47.142727273,45.857619048,41.948571429,33.465652174,37.692380952,36.123181818,28.603913043,29.2515,28.123809524,30.461428571,29.0895,22.152727273,23.3075,23.54775,23.633636364,24.210217391,27.202142857,31.265909091,33.423863636,30.394047619,29.177727273,FR0006864484,LPerrier
38.09952381,37.799047619,30.783913043,30.77,32.838181818,31.438095238,30.2265,30.406956522,30.921904762,30.038636364,27.886363636,27.363157895,31.692272727,31.1415,29.827727273,29.800526316,31.305909091,33.207,32.212272727,32.05826087,26.251,24.536086957,22.086363636,24.073333333,24.705454545,25.86,27.9295,28.004285714,30.038181818,30.9695,29.204782609,31.487727273,28.852380952,29.008695652,30.465714286,30.4075,30.78,30.4215,29.65,29.648,30.759047619,27.395238095,27.119565217,28.099047619,28.855909091,29.170869565,29.2605,28.938095238,27.941428571,28.107,28.749565217,28.3085,28.75952381,28.68,28.612272727,28.144545455,28.278636364,27.53,28.609545455,33.615217391,34.031428571,33.9045,34.255238095,35.842380952,36.245909091,38.217727273,41.276190476,44.537391304,44.880454545,44.743809524,42.719545455,47.409047619,49.87,47.6525,53.763043478,53.877777778,61.288636364,59.722727273,59.080952381,58.402173913,60.847619048,67.679545455,72.397727273,75.3,74.863636364,81.3125,83.781363636,89.494210526,92.955,102.77571429,116.48681818,112.78869565,115.0885,124.39,119.36636364,123.82315789,116.33090909,104.04714286,98.353157895,94.998181818,93.371904762,94.834761905,86.244347826,88.209047619,90.400909091,68.977391304,60.1145,53.593333333,51.03047619,42.311,38.744545455,42.3385,44.945,48.168636364,47.074347826,47.178571429,53.776818182,53.388571429,56.156666667,53.600909091,FR0000053829,Ldcloup
45.17,41.645238095,38.439130435,41.63,44.983333333,44.80952381,43.3055,46.53826087,47.261904762,46.765714286,49.45952381,50.156842105,59.934090909,68.9475,70.806818182,67.015789474,66.519047619,64.0275,67.4175,67.8,61.1725,56.106521739,53.601363636,58.572222222,55.264285714,56.5675,58.5625,52.686190476,49.863809524,51.095,49.617,49.678235294,46.901111111,43.294090909,41.258947368,43.798,40.054545455,35.63,33.466190476,36.165,39.664761905,46.052857143,45.983478261,47.02047619,44.179090909,46.640869565,44.756,45.357,50.106190476,52.581,52.645652174,54.645,57.030952381,58.409090909,58.040909091,56.136363636,55.736363636,57.585714286,55.736363636,57.254347826,60.154761905,66.595,64.05,66.404761905,67.854545455,71.306818182,71.019047619,73.795652174,70.106818182,66.180952381,61.765909091,64.085714286,65.602272727,61.41,58.126086957,66.797222222,67.254545455,68.011363636,67.95,70.834782609,69.261904762,68.431818182,67.609090909,75.421052632,82.084090909,78.0235,76.840909091,82.609473684,82.817272727,88.283809524,94.156363636,93.202608696,92.45,85.946956522,84.667727273,85.532631579,77.593636364,68.397619048,66.469473684,69.161818182,67.195238095,66.821428571,62.200869565,62.892380952,60.738181818,50.896521739,52.7985,57.64047619,57.214285714,60.396,59.294090909,62.3905,67.079,78.116363636,79.751304348,76.792857143,76.715,76.757142857,78.267619048,80.207272727,FR0000075442,LdlcLDL
50.832380952,48.497619048,59.534782609,59.663888889,59.936363636,57.997619048,54.31,53.360869565,54.383333333,53.184090909,53.036363636,54.139473684,56.365909091,58.6,58.979545455,59.228947368,57.92,56.547368421,55.644736842,56.625,52.19,49.126666667,50.2,49.329375,50.75,51.095555556,52.8875,54.665,55.672727273,56.9575,56.334782609,55.715,55.497619048,53.186363636,53.189473684,52.5525,51.737894737,50.123529412,51.826470588,52.344736842,55.252631579,54.758333333,54.288888889,55.613157895,57.011904762,59.128571429,60.995,60.5475,63.15952381,63.984210526,66.117391304,70.6375,69.573809524,68.095238095,68.590909091,68.9525,68.586842105,69.057142857,74.995454545,77.686956522,78.760526316,81.245,82.6825,87.283333333,86.370454545,86.397727273,88.326190476,94.219565217,91.970454545,93.719047619,96.777272727,99.585714286,99.913636364,99.965,102.07826087,109.08333333,108.01818182,101.42727273,104.90952381,107.87391304,111.41904762,116.03636364,115,112.98947368,115.58181818,113.5905,116.89363636,118.23052632,117.67636364,117.47190476,122.43227273,120.78652174,121.5155,127.44136364,123.20090909,115.31210526,106.02590909,105.42809524,104.22166667,106.23227273,108.20142857,104.99380952,94.72,96.9075,95.456363636,86.499565217,81.057,72.531904762,64.189047619,59.841,56.816363636,58.9695,62.42,66.173636364,65.872173913,69.736666667,86.863636364,81.532380952,74.752380952,78.343,FR0000065484,Lectra
6.941,14.021111111,19.822608696,16.793333333,17.305,16.021428571,15.766,14.81826087,17.138095238,16.117272727,12.460454545,10.201578947,12.319090909,12.044,8.6521052632,5.1389473684,6.3609090909,5.5745,4.8413636364,5.3404347826,3.8755,3.3539130435,3.6568181818,5.0144444444,5.2768181818,4.9565,5.4585,5.5261904762,5.1731818182,4.247,3.792173913,3.625,3.6885714286,3.51,4.7119047619,4.5225,4.0840909091,3.71,3.77,3.928,4.7295238095,5.2,4.9782608696,5.3728571429,5.6881818182,5.9239130435,6.9595,6.52,7.3576190476,7.883,7.4360869565,7.1285,6.6461904762,6.44,6.4904545455,6.4927272727,6.4918181818,6.1066666667,4.7386363636,5.042173913,5.2266666667,5.5895,5.2471428571,4.7719047619,3.9845454545,3.9268181818,4.0604761905,4.402173913,4.2340909091,4.3495238095,4.3781818182,4.46,4.9113636364,5.426,6.017826087,5.8516666667,5.5822727273,4.9795454545,4.4971428571,4.6517391304,4.8942857143,4.7090909091,5.2886363636,5.4894736842,5.5481818182,5.7205,5.7427272727,6.2158823529,6.2785,6.269047619,6.1381818182,5.8260869565,6.2155,6.132173913,5.6772727273,5.7178947368,5.2118181818,4.4914285714,3.9884210526,4.2477272727,4.16,3.7680952381,3.3673913043,3.02,3.265,3.4282608696,3.0245,2.9361904762,2.7552380952,2.3345,2.0522727273,2.177,2.353,2.24,2.2013043478,2.2223809524,2.2622727273,2.43,2.3961904762,2.1777272727,FR0010307819,Legrand
24.510952381,22.195238095,22.096086957,23.126111111,22.129090909,22.417142857,23.589,24.203478261,24.73,28.067272727,28.170909091,26.617894737,28.93,29.2755,28.973636364,30.656842105,30.718636364,30.379,29.631363636,29.215217391,21.175,17.550434783,18.130909091,22.521111111,21.863181818,23.1955,25.448,25.418571429,26.009545455,25.185,22.443043478,19.931818182,16.081904762,13.195652174,17.309047619,19.7055,18.607727273,17.7945,15.731904762,17.199473684,19.736190476,21.730952381,25.765217391,24.125238095,25.182272727,27.097391304,28.5555,29.80047619,32.14952381,34.5135,38.89173913,38.8265,37.634285714,39.994090909,41.575454545,40.609545455,40.029090909,40.256190476,39.680454545,39.12,44.677142857,50.745,55.983333333,55.116666667,52.868181818,54.436363636,58.928571429,58.858695652,55.081818182,52.347619048,47.900454545,45.75,50.716818182,53.81,55.491304348,55.794444444,55.684090909,52.188636364,51.626190476,50.300869565,53.542857143,54.106818182,54.213636364,57.452631579,64.329545455,67.3195,66.724545455,71.112105263,78.775,82.513809524,86.390454545,82.010869565,82.019,81.303478261,75.302272727,67.651578947,57.252272727,60.031904762,63.798421053,67.266818182,68.471428571,62.745238095,55.773478261,55.318095238,50.626363636,34.722608696,33.7375,26.658571429,26.555714286,25.458,23.879090909,26.101,30.4335,31.927272727,30.417391304,34.331904762,37.126818182,37.126666667,33.077142857,32.703181818,FR0000121352,Locindus
27.508571429,28.07952381,28.099130435,29.283888889,29.727727273,30.050952381,27.2055,27.733913043,27.542380952,27.486363636,27.472727273,28.122631579,29.126818182,30.307,31.104090909,32.126842105,33.118636364,33.615,31.168636364,32.913043478,30.4705,30.213043478,31.022272727,31.136111111,32.171363636,31.868,32.5915,33.602857143,34.300454545,33.7895,32.022608696,31.464545455,30.281904762,28.228695652,30.571428571,32.084,32.363636364,31.6365,29.323333333,29.4015,31.63047619,31.142857143,31.172173913,32.13047619,33.138636364,35.053913043,35.675,36.825714286,37.47952381,37.907,39.325217391,41.9625,42.213809524,40.625909091,40.311363636,39.748636364,40.213636364,40.127619048,42.624545455,43.833913043,45.687619048,48.8395,49.992380952,49.423333333,49.069545455,47.224545455,45.734761905,47.983478261,47.784090909,43.227142857,41.474545455,37.342380952,36.160454545,36.5315,38.540434783,37.309444444,36.795909091,37.513636364,32.597142857,32.960869565,32.945238095,33.465909091,34.257142857,36.730588235,36.859090909,36.772,36.696818182,36.428421053,36.221818182,34.306666667,32.562727273,32.046086957,31.2,29.583913043,29.320909091,25.366315789,24.411818182,24.733,23.645,22.981904762,22.464,23.9395,22.55952381,22.364285714,20.917142857,15.306521739,12.245,12.451904762,15.21952381,17.351052632,16.846363636,16.440526316,15.82375,15.812105263,14.713181818,16.749,17.365,18.532380952,18.333,17.456,FR0000120321,Loreal
72.069047619,68.152380952,65.906521739,72.008333333,76.590909091,81.004761905,84.635,85.089130435,81.59047619,83.761363636,89.988636364,87.002631579,82.090909091,81.515,78.156818182,79.297368421,79.134090909,76.5725,79.143181818,77.873913043,74.2475,78.7,76.995454545,77.727777778,77.918181818,77.21,81.795,85.278571429,82.325,76.3125,73.12826087,73.222727273,74.138095238,75.62173913,72.769047619,71.2725,68.156818182,61.3625,57.935714286,63.3025,62.721428571,62.902380952,59.156521739,59.523809524,62.695454545,61.395652174,63.155,62.973809524,65.576190476,66.0975,63.72826087,64.1075,63.592857143,64.840909091,61.520454545,56.727272727,55.445454545,52.771428571,55.388636364,54.960869565,56.354761905,58.5,59.869047619,59.257142857,57.481818182,60.088636364,62.292857143,64.432608696,65.106818182,62.697619048,61.370454545,62.088095238,64.818181818,69.2825,74.169565217,72.755555556,71.052272727,69.197727273,74.421428571,78.62826087,79.211904762,77.563636364,77.870454545,76.402631579,77.015909091,81.211,79.045909091,85.664210526,86.540454545,87.375714286,85.092272727,83.972608696,88.2535,91.552608696,91.367272727,96.341052632,87.285454545,82.052380952,78.484736842,77.888181818,77.813809524,73.482380952,66.192173913,69.743809524,71.714090909,63.394347826,61.902,61.993333333,57.546666667,52.54425,50.285,52.4635,56.42575,54.346590909,54.193913043,61.29047619,67.524090909,68.295,71.913809524,76.222272727,FR0000054686,LvlMed
37.043333333,38.337619048,39.283478261,40.702941176,43.681363636,43.241428571,47.12,54.693478261,55.061904762,61.020454545,70.443181818,71.131578947,73.795454545,75.33,69.047727273,61.344736842,66.011363636,59.449230769,21.510952381,21.334347826,14.1615,14.413043478,20.761363636,24.658333333,27.295,33.1735,36.88,35.597142857,34.901818182,27.6415,14.476190476,10.606818182,8.2980952381,5.2056521739,7.9380952381,8.681,8.0713636364,5.8065,4.300952381,5.011,6.79,7.7138095238,6.6569565217,4.5638095238,4.3940909091,3.7734782609,3.911,3.8752380952,3.8557142857,3.5725,2.9726086957,2.7235,2.2804761905,3.13,4.9494736842,4.3286363636,4.3436363636,4.0861904762,4.2854545455,5.7469565217,6.2928571429,6.08,5.9319047619,6.1061904762,5.3963636364,6.6090909091,8.4619047619,8.9813043478,9.4395454545,10.533333333,9.1522727273,10.261428571,10.761818182,10.803,10.869565217,11.661666667,11.249545455,10.561363636,9.6766666667,8.96,9.8971428571,9.9127272727,11.630909091,13.861052632,15.258636364,16.263,16.614090909,18.403684211,19.63,21.371428571,22.079545455,20.044347826,19.5465,21.137826087,21.010909091,20.782105263,18.635454545,17.927142857,17.052105263,17.353181818,17.017142857,12.045238095,10.210869565,10.674285714,10.702272727,8.1791304348,9.093,8.529047619,9.5728571429,9.8155,9.6031818182,10.434,13.0475,14.053181818,13.606956522,13.940952381,14.630909091,16.016666667,15.735238095,15.470909091,FR0000121014,Lvmh
85.206666667,80.903809524,81.53826087,87.233333333,91.292727273,88.418095238,90.2425,93.130434783,86.921428571,82.956818182,83.131818182,72.734210526,69.531818182,67.9675,59.029545455,60.505263158,67.718181818,63.0225,57.2,56.769565217,41.453,38.052173913,43.858636364,45.764444444,45.762272727,47.6795,58.3175,56.661904762,59.109090909,51.6035,44.91,43.238636364,40.35,39.295217391,44.693809524,42.179,38.22,38.6885,39.165238095,38.305,40.835714286,44.786666667,46.27,50.130952381,54.538636364,57.213043478,58.71,57.25,60.030952381,59.4225,59.191304348,60.7275,57.773809524,58.668181818,57.85,53.197727273,54.672727273,55.00952381,55.420454545,54.580434783,54.792857143,55.5925,56.997619048,56.611904762,56.913636364,62.284090909,66.447619048,66.230434783,67.370454545,67.538095238,70.154545455,74.95952381,75.977272727,75.4525,80.395652174,81.85,80.225,74.05,75.680952381,77.739130435,79.542857143,81.729545455,82.147727273,78.760526316,79.043181818,84.4975,82.800454545,85.37,86.542272727,85.196666667,83.517272727,80.603043478,81.074,86.463913043,82.344545455,82.730526316,73.195,70.20047619,67.002631579,70.470454545,74.325238095,70.99047619,65.763478261,71.317142857,68.238636364,53.929130435,45.9095,45.888095238,44.326190476,46.33425,47.2375,52.70525,58.895,57.780909091,57.561304348,64.17952381,67.938636364,71.215,72.878571429,75.158181818,NL0000233195,Lycos
16.991904762,24.147142857,24.887391304,25.251666667,21.758636364,23.813809524,24.1625,26.377826087,25.428571429,26.067727273,25.888181818,25.540526316,24.806363636,20.1295,17.753181818,17.551578947,18.876363636,17.2315,16.277727273,15.547826087,11.9365,13.320434783,15.316363636,16.462222222,17.792727273,17.99,18.358,19.13952381,19.824090909,18.8015,17.203913043,13.841818182,12.389047619,12.498695652,13.411428571,13.7955,13.534545455,10.6605,9.65,11.2855,13.334761905,14.46952381,14.32,14.845238095,16.200909091,16.940434783,18.3825,18.454285714,18.756666667,21.177,21.531304348,23.154,22.538095238,22.758636364,22.681818182,23.398181818,23.429545455,24.031428571,23.730454545,24.252608696,25.845714286,28.5745,27.892380952,29.365714286,29.34,32.481818182,32.57047619,34.264347826,36.063181818,36.922857143,34.251818182,33.82,34.807272727,33.572,35.123478261,36.075,36.888181818,34.925,33.879047619,32.963478261,33.815714286,34.984090909,35.354090909,36.014736842,39.769090909,41.061,39.340909091,42.524210526,43.443181818,45.200952381,46.442727273,42.864782609,39.5005,39.30173913,36.104090909,32.572105263,28.074545455,26.15047619,22.726315789,23.462727273,19.95,19.178095238,17.126086957,19.667619048,18.001818182,14.939565217,10.141,8.4714285714,8.0057142857,5.81765,4.4793636364,7.27095,7.9195,7.8867727273,8.6975217391,11.181904762,11.296272727,10.899318182,10.151190476,9.8191363636,FR0000032302,Manutan
78.616666667,89.085714286,134.36521739,122.5,79.736363636,97.888095238,70.1,64.378571429,67.261904762,54.434090909,54.8,46.271578947,48.880952381,60.8,64.109090909,55.731578947,50.518636364,46.1505,41.27,39.159565217,35.673,29.37,34.824761905,38.71,35.35047619,34.0185,34.9625,34.213333333,35.124545455,33.219473684,28.860526316,29.207727273,27.578571429,22.91173913,21.82,22.373,24.761818182,24.7205,23.356190476,24.410588235,26.218421053,29.267619048,28.966086957,28.618571429,31.629090909,32.239565217,36.012,36.186666667,37.84952381,38.9235,38.477391304,38.216,37.70952381,37.076818182,40.709545455,39.538636364,38.368181818,38.267142857,36.434545455,38.646956522,41.37952381,45.2355,43.720952381,41.469047619,38.247272727,40.005454545,40.778095238,42.649130435,42.501363636,45.59952381,44.812272727,44.782857143,45.855909091,48.296,44.896086957,48.444444444,53.259090909,51.47,49.587142857,49.386086957,49.40047619,48.022727273,45.321818182,48.033157895,54.820454545,53.768,51.869545455,57.47,60.080454545,62.551904762,61.272272727,60.52826087,58.5625,64.309130435,63.976363636,60.312631579,50.61,48.3485,51.545789474,50.354545455,47.427142857,46.72,43.762608696,45.025714286,45.398181818,39.137391304,36.208,33.531904762,31.734761905,27.447,24.839545455,28.613,32.464,33.587272727,34.88,38.397142857,37.890454545,38.448095238,37.881428571,39.14952381,FR0000038036,GrdMarnier
